,Company Name,Industry,Symbol,Series,ISIN Code,MarketCap
65,Bharat Dynamics Ltd.,Capital Goods,BDL.NS,EQ,INE171Z01018,216079122432.0
66,Bharat Electronics Ltd.,Capital Goods,BEL.NS,EQ,INE263A01024,913357012992.0
67,Bharat Forge Ltd.,Capital Goods,BHARATFORG.NS,EQ,INE465A01025,398537785344.0
68,Bharat Heavy Electricals Ltd.,Capital Goods,BHEL.NS,EQ,INE257A01026,335529803776.0
69,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL.NS,EQ,INE029A01011,847417507840.0
70,Bharti Airtel Ltd.,Telecommunication,BHARTIARTL.NS,EQ,INE397D01024,5143735042048.0
71,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,BIKAJI.NS,EQ,INE00E101023,115486220288.0
72,Biocon Ltd.,Healthcare,BIOCON.NS,EQ,INE376G01013,317318037504.0
73,Birla Corporation Ltd.,Construction Materials,BIRLACORPN.NS,EQ,INE340A01012,92333203456.0
74,Birlasoft Ltd.,Information Technology,BSOFT.NS,EQ,INE836A01035,106187309056.0
75,Blue Dart Express Ltd.,Services,BLUEDART.NS,EQ,INE233B01017,171627462656.0
76,Blue Star Ltd.,Consumer Durables,BLUESTARCO.NS,EQ,INE472A01039,152243535872.0
77,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,BBTC.NS,EQ,INE050A01025,76724559872.0
78,Borosil Renewables Ltd.,Capital Goods,BORORENEW.NS,EQ,INE666D01022,65573593088.0
79,Bosch Ltd.,Automobile and Auto Components,BOSCHLTD.NS,EQ,INE323A01026,563727826944.0
80,Brigade Enterprises Ltd.,Realty,BRIGADE.NS,EQ,INE791I01019,132625195008.0
81,Brightcom Group Ltd.,Information Technology,BCG.NS,EQ,INE425B01027,53389856768.0
82,Britannia Industries Ltd.,Fast Moving Consumer Goods,BRITANNIA.NS,EQ,INE216A01030,1215660818432.0
83,C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA.NS,EQ,INE0BV301023,78028169216.0
84,CCL Products (I) Ltd.,Fast Moving Consumer Goods,CCL.NS,EQ,INE421D01022,83481722880.0
85,CESC Ltd.,Power,CESC.NS,EQ,INE486A01021,99351470080.0
86,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER.NS,EQ,INE067A01029,623186149376.0
87,CIE Automotive India Ltd.,Automobile and Auto Components,CIEINDIA.NS,EQ,INE536H01010,186684030976.0
88,CRISIL Ltd.,Financial Services,CRISIL.NS,EQ,INE007A01025,285344759808.0
89,CSB Bank Ltd.,Financial Services,CSBBANK.NS,EQ,INE679A01013,50441056256.0
90,Campus Activewear Ltd.,Consumer Durables,CAMPUS.NS,EQ,INE278Y01022,94301241344.0
91,Can Fin Homes Ltd.,Financial Services,CANFINHOME.NS,EQ,INE477A01020,111583363072.0
92,Canara Bank,Financial Services,CANBK.NS,EQ,INE476A01014,613448089600.0
93,Capri Global Capital Ltd.,Financial Services,CGCL.NS,EQ,INE180C01026,165596135424.0
94,Carborundum Universal Ltd.,Capital Goods,CARBORUNIV.NS,EQ,INE120A01034,229471993856.0
95,Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND.NS,EQ,INE172A01027,132987445248.0
96,Ceat Ltd.,Automobile and Auto Components,CEATLTD.NS,EQ,INE482A01020,98269470720.0
97,Central Bank of India,Financial Services,CENTRALBK.NS,EQ,INE483A01010,270411268096.0
98,Central Depository Services (India) Ltd.,Financial Services,CDSL.NS,EQ,INE736A01011,124025823232.0
99,Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY.NS,EQ,INE348B01021,150376873984.0
100,Century Textile & Industries Ltd.,Forest Materials,CENTURYTEX.NS,EQ,INE055A01016,106747568128.0
101,Cera Sanitaryware Ltd,Consumer Durables,CERA.NS,EQ,INE739E01017,98914639872.0
102,Chalet Hotels Ltd.,Consumer Services,CHALET.NS,EQ,INE427F01016,94065467392.0
103,Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT.NS,EQ,INE085A01013,111772655616.0
104,Chemplast Sanmar Ltd.,Chemicals,CHEMPLASTS.NS,EQ,INE488A01050,68161220608.0
105,Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG.NS,EQ,INE149A01033,174199799808.0
106,Cholamandalam Investment and Finance Company Ltd.,Financial Services,CHOLAFIN.NS,EQ,INE121A01024,933109432320.0
107,Cipla Ltd.,Healthcare,CIPLA.NS,EQ,INE059A01026,846737571840.0
108,City Union Bank Ltd.,Financial Services,CUB.NS,EQ,INE491A01021,97213972480.0
109,Clean Science and Technology Ltd.,Chemicals,CLEAN.NS,EQ,INE227W01023,139884888064.0
110,Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA.NS,EQ,INE522F01014,1411269787648.0
111,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP.NS,EQ,INE704P01017,87763492864.0
112,Coforge Ltd.,Information Technology,COFORGE.NS,EQ,INE591G01017,283518599168.0
113,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL.NS,EQ,INE259A01022,498523111424.0
114,Computer Age Management Services Ltd.,Financial Services,CAMS.NS,EQ,INE596I01012,112508723200.0
115,Container Corporation of India Ltd.,Services,CONCOR.NS,EQ,INE111A01025,411212546048.0
116,Coromandel International Ltd.,Chemicals,COROMANDEL.NS,EQ,INE169A01031,288591511552.0
117,Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN.NS,EQ,INE00LO01017,95918137344.0
118,CreditAccess Grameen Ltd.,Financial Services,CREDITACC.NS,EQ,INE741K01010,209075044352.0
119,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,CROMPTON.NS,EQ,INE299U01018,186050641920.0
120,Cummins India Ltd.,Capital Goods,CUMMINSIND.NS,EQ,INE298A01020,525570375680.0
121,Cyient Ltd.,Information Technology,CYIENT.NS,EQ,INE136B01020,163273998336.0
122,DCM Shriram Ltd.,Diversified,DCMSHRIRAM.NS,EQ,INE499A01024,141190381568.0
123,DLF Ltd.,Realty,DLF.NS,EQ,INE271C01023,1239140270080.0
124,Dabur India Ltd.,Fast Moving Consumer Goods,DABUR.NS,EQ,INE016A01026,1001551364096.0
125,Dalmia Bharat Ltd.,Construction Materials,DALBHARAT.NS,EQ,INE00R701025,360407957504.0
126,Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS.NS,EQ,INE0IX101010,115195437056.0
127,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,DEEPAKFERT.NS,EQ,INE501A01019,75143168000.0
128,Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR.NS,EQ,INE288B01029,269962657792.0
129,Delhivery Ltd.,Services,DELHIVERY.NS,EQ,INE148O01028,297604907008.0
130,Delta Corp Ltd.,Consumer Services,DELTACORP.NS,EQ,INE124G01033,50434670592.0
131,Devyani International Ltd.,Consumer Services,DEVYANI.NS,EQ,INE872J01023,238749286400.0
132,Divi's Laboratories Ltd.,Healthcare,DIVISLAB.NS,EQ,INE361B01024,979129270272.0
133,Dixon Technologies (India) Ltd.,Consumer Durables,DIXON.NS,EQ,INE935N01020,248747212800.0
134,Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB.NS,EQ,INE600L01024,189662445568.0
135,Dr. Reddy's Laboratories Ltd.,Healthcare,DRREDDY.NS,EQ,INE089A01023,880781492224.0
136,Dummy - Jio Financial Services Ltd.,Financial Services,DUMMYREL.NS,EQ,DUM002A01018,
137,E.I.D. Parry (India) Ltd.,Chemicals,EIDPARRY.NS,EQ,INE126A01031,83397951488.0
138,EIH Ltd.,Consumer Services,EIHOTEL.NS,EQ,INE230A01023,136642027520.0
139,EPL Ltd.,Capital Goods,EPL.NS,EQ,INE255A01020,71263125504.0
140,Easy Trip Planners Ltd.,Consumer Services,EASEMYTRIP.NS,EQ,INE07O001026,73322455040.0
141,Eicher Motors Ltd.,Automobile and Auto Components,EICHERMOT.NS,EQ,INE066A01021,907299913728.0
142,Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP.NS,EQ,INE285A01027,177629102080.0
143,Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD.NS,EQ,INE548C01032,183613718528.0
144,Endurance Technologies Ltd.,Automobile and Auto Components,ENDURANCE.NS,EQ,INE913H01037,237551697920.0
145,Engineers India Ltd.,Construction,ENGINERSIN.NS,EQ,INE510A01028,75935612928.0
146,Equitas Small Finance Bank Ltd.,Financial Services,EQUITASBNK.NS,EQ,INE063P01018,107665211392.0
147,Eris Lifesciences Ltd.,Healthcare,ERIS.NS,EQ,INE406M01024,101331271680.0
148,Escorts Kubota Ltd.,Capital Goods,ESCORTS.NS,EQ,INE042A01014,258974154752.0
149,Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND.NS,EQ,INE302A01020,214030008320.0
150,FDC Ltd.,Healthcare,FDC.NS,EQ,INE258B01022,55621328896.0
151,FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA.NS,EQ,INE388Y01029,413377921024.0
152,Federal Bank Ltd.,Financial Services,FEDERALBNK.NS,EQ,INE171A01029,289079820288.0
153,Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT.NS,EQ,INE188A01015,315217805312.0
154,Fine Organic Industries Ltd.,Chemicals,FINEORG.NS,EQ,INE686Y01026,144336551936.0
155,Finolex Cables Ltd.,Capital Goods,FINCABLES.NS,EQ,INE235A01022,159052431360.0
156,Finolex Industries Ltd.,Capital Goods,FINPIPE.NS,EQ,INE183A01024,116897857536.0
157,Firstsource Solutions Ltd.,Services,FSL.NS,EQ,INE684F01012,96951451648.0
158,Five-Star Business Finance Ltd.,Financial Services,FIVESTAR.NS,EQ,INE128S01021,189972873216.0
159,Fortis Healthcare Ltd.,Healthcare,FORTIS.NS,EQ,INE061F01013,253061939200.0
160,G R Infraprojects Ltd.,Construction,GRINFRA.NS,EQ,INE201P01022,124806168576.0
161,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL.NS,EQ,INE129A01019,733123641344.0
162,GMM Pfaudler Ltd.,Capital Goods,GMMPFAUDLR.NS,EQ,INE541A01023,65702699008.0
163,GMR Airports Infrastructure Ltd.,Services,GMRINFRA.NS,EQ,INE776C01039,266788995072.0
164,Galaxy Surfactants Ltd.,Chemicals,GALAXYSURF.NS,EQ,INE600K01018,94944403456.0
165,Garware Technical Fibres Ltd.,Textiles,GARFIBRES.NS,EQ,INE276A01018,63395401728.0
166,General Insurance Corporation of India,Financial Services,GICRE.NS,EQ,INE481Y01014,344666734592.0
167,Gland Pharma Ltd.,Healthcare,GLAND.NS,EQ,INE068V01023,203512791040.0
168,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO.NS,EQ,INE159A01016,236888883200.0
169,Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK.NS,EQ,INE935A01035,219201306624.0
170,Global Health Ltd.,Healthcare,MEDANTA.NS,EQ,INE474Q01031,190147657728.0
171,Go Fashion (India) Ltd.,Consumer Services,GOCOLORS.NS,EQ,INE0BJS01011,61921316864.0
172,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP.NS,EQ,INE260B01028,84973543424.0
173,Godrej Agrovet Ltd.,Fast Moving Consumer Goods,GODREJAGRO.NS,EQ,INE850D01014,93645242368.0
174,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP.NS,EQ,INE102D01028,1080533778432.0
175,Godrej Industries Ltd.,Diversified,GODREJIND.NS,EQ,INE233A01035,161189789696.0
176,Godrej Properties Ltd.,Realty,GODREJPROP.NS,EQ,INE484J01027,452367089664.0
177,Granules India Ltd.,Healthcare,GRANULES.NS,EQ,INE101D01020,74996686848.0
178,Graphite India Ltd.,Capital Goods,GRAPHITE.NS,EQ,INE371A01025,79967141888.0
179,Grasim Industries Ltd.,Construction Materials,GRASIM.NS,EQ,INE047A01021,1188206346240.0
180,Great Eastern Shipping Co. Ltd.,Services,GESHIP.NS,EQ,INE017A01032,109138239488.0
181,Greenpanel Industries Ltd.,Consumer Durables,GREENPANEL.NS,EQ,INE08ZM01014,42925580288.0
182,Grindwell Norton Ltd.,Capital Goods,GRINDWELL.NS,EQ,INE536A01023,242105876480.0
183,Gujarat Alkalies & Chemicals Ltd.,Chemicals,GUJALKALI.NS,EQ,INE186A01019,49195376640.0
184,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL.NS,EQ,INE036B01030,59237228544.0
185,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM.NS,EQ,INE09N301011,305465327616.0
186,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD.NS,EQ,INE844O01030,322854912000.0
187,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC.NS,EQ,INE113A01013,92140158976.0
188,Gujarat Pipavav Port Ltd.,Services,GPPL.NS,EQ,INE517F01014,59076366336.0
189,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC.NS,EQ,INE026A01025,66665373696.0
190,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL.NS,EQ,INE246F01010,160912982016.0
191,H.E.G. Ltd.,Capital Goods,HEG.NS,EQ,INE545A01016,62320152576.0
192,HCL Technologies Ltd.,Information Technology,HCLTECH.NS,EQ,INE860A01027,3026962874368.0
193,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC.NS,EQ,INE127D01025,533576417280.0
194,HDFC Bank Ltd.,Financial Services,HDFCBANK.NS,EQ,INE040A01034,12631082532864.0
195,HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE.NS,EQ,INE795G01014,1391487877120.0
196,HFCL Ltd.,Telecommunication,HFCL.NS,EQ,INE548A01028,89209962496.0
197,HLE Glascoat Ltd.,Capital Goods,HLEGLAS.NS,EQ,INE461D01028,44317966336.0
198,Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS.NS,EQ,INE419U01012,142316224512.0
199,Havells India Ltd.,Consumer Durables,HAVELLS.NS,EQ,INE176B01034,816895361024.0
200,Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO.NS,EQ,INE158A01026,624892444672.0
201,Hikal Ltd.,Healthcare,HIKAL.NS,EQ,INE475B01022,37298618368.0
202,Hindalco Industries Ltd.,Metals & Mining,HINDALCO.NS,EQ,INE038A01020,969565077504.0
203,Hinduja Global Solutions Ltd.,Services,HGS.NS,EQ,INE170I01016,49599844352.0
204,Hindustan Aeronautics Ltd.,Capital Goods,HAL.NS,EQ,INE066F01012,1300414332928.0
205,Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER.NS,EQ,INE531E01026,115994525696.0
206,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO.NS,EQ,INE094A01015,427763728384.0
207,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR.NS,EQ,INE030A01027,6122212163584.0
208,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC.NS,EQ,INE267A01025,1344285573120.0
209,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA.NS,EQ,INE07Y701011,178423005184.0
210,Home First Finance Company India Ltd.,Financial Services,HOMEFIRST.NS,EQ,INE481N01025,71623229440.0
211,Honeywell Automation India Ltd.,Capital Goods,HONAUT.NS,EQ,INE671A01010,376822497280.0
212,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO.NS,EQ,INE031A01017,120814665728.0
213,ICICI Bank Ltd.,Financial Services,ICICIBANK.NS,EQ,INE090A01021,6975570051072.0
214,ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI.NS,EQ,INE765G01017,692372373504.0
215,ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI.NS,EQ,INE726G01019,792900337664.0
216,ICICI Securities Ltd.,Financial Services,ISEC.NS,EQ,INE763G01038,204507103232.0
217,IDBI Bank Ltd.,Financial Services,IDBI.NS,EQ,INE008A01015,618047078400.0
218,IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB.NS,EQ,INE092T01019,549144690688.0
219,IDFC Ltd.,Financial Services,IDFC.NS,EQ,INE043D01016,181357740032.0
220,IFB Industries Ltd.,Consumer Durables,IFBIND.NS,EQ,INE559A01017,33849407488.0
221,IIFL Finance Ltd.,Financial Services,IIFL.NS,EQ,INE530B01024,216279056384.0
222,IRB Infrastructure Developers Ltd.,Construction,IRB.NS,EQ,INE821I01022,156406710272.0
223,ITC Ltd.,Fast Moving Consumer Goods,ITC.NS,EQ,INE154A01025,6112086065152.0
224,ITI Ltd.,Telecommunication,ITI.NS,EQ,INE248A01017,105505390592.0
225,India Cements Ltd.,Construction Materials,INDIACEM.NS,EQ,INE383A01012,64272633856.0
226,Indiabulls Housing Finance Ltd.,Financial Services,IBULHSGFIN.NS,EQ,INE148I01020,57181134848.0
227,Indiabulls Real Estate Ltd.,Realty,IBREALEST.NS,EQ,INE069I01010,36053999616.0
228,Indiamart Intermesh Ltd.,Consumer Services,INDIAMART.NS,EQ,INE933S01016,193009467392.0
229,Indian Bank,Financial Services,INDIANB.NS,EQ,INE562A01011,410247921664.0
230,Indian Energy Exchange Ltd.,Financial Services,IEX.NS,EQ,INE022Q01020,110213251072.0
231,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL.NS,EQ,INE053A01029,559282520064.0
232,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC.NS,EQ,INE242A01010,1402941210624.0
233,Indian Overseas Bank,Financial Services,IOB.NS,EQ,INE565A01014,508665528320.0
234,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC.NS,EQ,INE335Y01020,498519867392.0
235,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC.NS,EQ,INE053F01010,456744075264.0
236,Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS.NS,EQ,INE09VQ01012,71377690624.0
237,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL.NS,EQ,INE203G01027,346358480896.0
238,Indus Towers Ltd.,Telecommunication,INDUSTOWER.NS,EQ,INE121J01017,455639990272.0
239,IndusInd Bank Ltd.,Financial Services,INDUSINDBK.NS,EQ,INE095A01012,1092135944192.0
240,Infibeam Avenues Ltd.,Financial Services,INFIBEAM.NS,EQ,INE483S01020,40059568128.0
241,Info Edge (India) Ltd.,Consumer Services,NAUKRI.NS,EQ,INE663F01024,600518230016.0
242,Infosys Ltd.,Information Technology,INFY.NS,EQ,INE009A01021,5712524083200.0
243,Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND.NS,EQ,INE177A01018,87698890752.0
244,Intellect Design Arena Ltd.,Information Technology,INTELLECT.NS,EQ,INE306R01017,86163800064.0
245,InterGlobe Aviation Ltd.,Services,INDIGO.NS,EQ,INE646L01027,1032745451520.0
246,Ipca Laboratories Ltd.,Healthcare,IPCALAB.NS,EQ,INE571A01038,201605890048.0
247,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM.NS,EQ,INE572A01028,194413182976.0
248,J.K. Cement Ltd.,Construction Materials,JKCEMENT.NS,EQ,INE823G01014,246137847808.0
249,JBM Auto Ltd.,Automobile and Auto Components,JBMA.NS,EQ,INE927D01044,166249365504.0
250,JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI.NS,EQ,INE786A01032,77885775872.0
251,JK Paper Ltd.,Forest Materials,JKPAPER.NS,EQ,INE789E01012,53751250944.0
252,JM Financial Ltd.,Financial Services,JMFINANCIL.NS,EQ,INE780C01023,70099271680.0
253,JSW Energy Ltd.,Power,JSWENERGY.NS,EQ,INE121E01018,473832292352.0
254,JSW Steel Ltd.,Metals & Mining,JSWSTEEL.NS,EQ,INE019A01038,1890908897280.0
255,Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO.NS,EQ,INE039C01032,43532513280.0
256,Jindal Stainless Ltd.,Metals & Mining,JSL.NS,EQ,INE220G01021,306157092864.0
257,Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL.NS,EQ,INE749A01030,640718471168.0
258,Jindal Worldwide Ltd.,Textiles,JINDWORLD.NS,EQ,INE247D01039,64266661888.0
259,Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD.NS,EQ,INE797F01020,308114620416.0
260,Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA.NS,EQ,INE0BY001018,64859222016.0
261,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA.NS,EQ,INE700A01033,59443539968.0
262,Justdial Ltd.,Consumer Services,JUSTDIAL.NS,EQ,INE599M01018,67712364544.0
263,Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB.NS,EQ,INE668F01031,89195061248.0
264,K.P.R. Mill Ltd.,Textiles,KPRMILL.NS,EQ,INE930H01031,220076949504.0
265,KEI Industries Ltd.,Capital Goods,KEI.NS,EQ,INE878B01027,231681720320.0
266,KNR Constructions Ltd.,Construction,KNRCON.NS,EQ,INE634I01029,68143243264.0
267,KPIT Technologies Ltd.,Information Technology,KPITTECH.NS,EQ,INE04I401011,274403737600.0
268,KRBL Ltd.,Fast Moving Consumer Goods,KRBL.NS,EQ,INE001B01026,87094296576.0
269,KSB Ltd.,Capital Goods,KSB.NS,EQ,INE999A01015,78000996352.0
270,Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER.NS,EQ,INE217B01036,228509270016.0
271,Kalpataru Projects International Ltd.,Construction,KPIL.NS,EQ,INE220B01022,91773870080.0
272,Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL.NS,EQ,INE303R01014,179280199680.0
273,Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER.NS,EQ,INE531A01024,261026725888.0
274,Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA.NS,EQ,INE036D01028,103517880320.0
275,Kec International Ltd.,Capital Goods,KEC.NS,EQ,INE389H01022,159824101376.0
276,Kennametal India Ltd.,Capital Goods,KENNAMET.NS,EQ,INE717A01029,56899358720.0
277,Keystone Realtors Ltd.,Realty,RUSTOMJEE.NS,EQ,INE263M01029,67329777664.0
278,Kfin Technologies Ltd.,Financial Services,KFINTECH.NS,EQ,INE138Y01010,64498597888.0
279,Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK.NS,EQ,INE237A01028,3915201118208.0
280,Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS.NS,EQ,INE967H01017,150688350208.0
281,L&T Finance Holdings Ltd.,Financial Services,L&TFH.NS,EQ,INE498L01015,321433403392.0
282,L&T Technology Services Ltd.,Information Technology,LTTS.NS,EQ,INE010V01017,427115347968.0
283,LIC Housing Finance Ltd.,Financial Services,LICHSGFIN.NS,EQ,INE115A01026,212241809408.0
284,LTIMindtree Ltd.,Information Technology,LTIM.NS,EQ,INE214T01019,1456612311040.0
285,Lakshmi Machine Works Ltd.,Capital Goods,LAXMIMACH.NS,EQ,INE269B01029,148569538560.0
286,Larsen & Toubro Ltd.,Construction,LT.NS,EQ,INE018A01030,3635155566592.0
287,Latent View Analytics Ltd.,Information Technology,LATENTVIEW.NS,EQ,INE0I7C01011,78097719296.0
288,Laurus Labs Ltd.,Healthcare,LAURUSLABS.NS,EQ,INE947Q01028,187907883008.0
289,Laxmi Organic Industries Ltd.,Chemicals,LXCHEM.NS,EQ,INE576O01020,67216658432.0
290,Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE.NS,EQ,INE970X01018,72609349632.0
291,Life Insurance Corporation of India,Financial Services,LICI.NS,EQ,INE0J1Y01017,4021118828544.0
292,Linde India Ltd.,Chemicals,LINDEINDIA.NS,EQ,INE473A01011,390260490240.0
293,Lupin Ltd.,Healthcare,LUPIN.NS,EQ,INE326A01037,426288414720.0
294,Lux Industries Ltd.,Textiles,LUXIND.NS,EQ,INE150G01020,44221939712.0
295,MMTC Ltd.,Services,MMTC.NS,EQ,INE123F01029,51225001984.0
296,MRF Ltd.,Automobile and Auto Components,MRF.NS,EQ,INE883A01011,433854808064.0
297,MTAR Technologies Ltd.,Capital Goods,MTARTECH.NS,EQ,INE864I01014,65038209024.0
298,Macrotech Developers Ltd.,Realty,LODHA.NS,EQ,INE670K01029,682013818880.0
299,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL.NS,EQ,INE002S01010,105223053312.0
300,Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN.NS,EQ,INE774D01024,386164883456.0
301,Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M.NS,EQ,INE101A01026,1894517964800.0
302,Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL.NS,EQ,INE998I01010,72752291840.0
303,Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE.NS,EQ,INE813A01018,74854088704.0
304,Mahindra Logistics Ltd.,Services,MAHLOG.NS,EQ,INE766P01016,29462806528.0
305,Manappuram Finance Ltd.,Financial Services,MANAPPURAM.NS,EQ,INE522D01027,109227278336.0
306,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL.NS,EQ,INE103A01014,155043708928.0
307,Mankind Pharma Ltd.,Healthcare,MANKIND.NS,EQ,INE634S01028,760896880640.0
308,Marico Ltd.,Fast Moving Consumer Goods,MARICO.NS,EQ,INE196A01026,696145936384.0
309,Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI.NS,EQ,INE585B01010,2951336689664.0
310,Mastek Ltd.,Information Technology,MASTEK.NS,EQ,INE759A01021,66074537984.0
311,Max Financial Services Ltd.,Financial Services,MFSL.NS,EQ,INE180A01020,278948478976.0
312,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH.NS,EQ,INE027H01010,585521627136.0
313,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK.NS,EQ,INE249Z01012,376112185344.0
